0.00877193,0.043478261,0,0.373665141,0.459151132,0.602092922,0.353921695,0.07710169,0.394209513,0.333333333,0.272727273,0.5,0.277777778,0.346966888,0.491381176,0.941136565,0.3195131,0.070707071,0.643410853,0.599585799,0.368852157,0.111111111,1,0.152777778,0.307692232,0.799256506,0.192307692,0.550295858,0.569620253,0.466819091,0.634961398
0.021929825,0.043478261,0,0.674956436,0.692767652,0.851295058,0.353921695,0.124288264,0.426513585,0.75,0.090909091,0,1,0.123677128,0.340839432,0,0.231488679,0.232323232,0.790697674,0,0.368852157,0,1,0,0.307692232,0.427509294,0.192307692,0,0.569620253,0.54450327,0.5191233
0.052631579,0.130434783,0,0.737065134,0.807462827,0.973275775,0.353921695,0.041760824,0.647008486,0.416666667,0.545454545,0,0.222222222,0.305810098,0.652251857,0,0.747633959,0.232323232,0.558139535,0,0.368852157,0,0.660377358,0,0.307692232,0.427509294,0.307692308,0,0.569620253,0.058785314,0.418548309
0.052631579,0.130434783,0,0.492193089,0.66356628,0.719000907,0.353921695,0.113092634,0.073308137,0.083333333,0.181818182,0,0.222222222,0.978371466,0.781728512,0,0.880637847,0.070707071,0.054263566,0,0.327048912,0.111111111,0.169811321,0,0.318680145,0.799256506,1,0,0.630759494,0.647551726,0.580062668
0.052631579,0.130434783,0,0.374680772,0.619260241,0.580883193,0.353921695,0.176789132,0.500820081,0.333333333,0.090909091,0.833333333,0.333333333,0.483439933,0.524483938,0.913812323,0.385187612,0.070707071,0.519379845,0.402366864,0.147540863,0.111111111,0.660377358,0.416666667,0.340659268,0.799256506,0.307692308,0.976331361,0.753164557,0.759932375,0.151258197
0.057017544,0.304347826,0,0.570794302,0.899487645,0.998521853,0.353921695,0.545340704,0.301148114,0.5,0.181818182,0,0.555555556,0.273474246,0.385109504,0,0.290579459,0.070707071,0.720930233,0,0.528688091,0.111111111,1,0,0.291208713,0.799256506,0.192307692,0,0.477848101,0.683472481,0.669412411
0.057017544,0.304347826,0,0.568396906,0.895886521,1,0.353921695,0.614324915,0.190971975,0.5,0.181818182,0,0.555555556,0.270499647,0.384437788,0,0.288822739,0.070707071,0.720930233,0,0.528688091,0.111111111,1,0,0.291208713,0.799256506,0.192307692,0,0,0.654726145,0.579432762
0.057017544,0.130434783,0.08,0.381075699,0.66770116,0.859592838,0.353921695,0.192816818,0.141053983,0.25,0.090909091,0,0.555555556,0.560346105,0.484130254,0,0.517984509,0.070707071,0.364341085,0,0.688524026,0.111111111,0.320754717,0,0.274725195,0.799256506,0.403846154,0,0.477848101,0.675363098,0.33779113
0.057017544,0.304347826,0,0.771173481,0.771373504,0.936019753,0.353921695,0.239526882,0.80068459,0.333333333,0.454545455,0,0.444444444,0.360165521,0.484737188,0,0.338201033,0.070707071,0.643410853,0,0.703278112,0.111111111,1,0,0.483515328,0.799256506,0.192307692,0,0.516835443,0.452927406,0.354750137
0.057017544,0.130434783,0.08,0.505399967,0.909102139,0.844811368,0.353921695,0.130147718,0.272980104,0.333333333,0.090909091,0,0.5,0.574909258,0.463301958,0,0.708292,0.070707071,0.410852713,0,0.576638872,0.111111111,0.320754717,0,0.263737282,0.799256506,0.403846154,0,0.32278481,0.647551726,0.207255225
